Tank Number,Date,Treatment,Full,Experiment Number,Name,Annotation status,Annotation area,ACfor,Fung,Lobo,Monti,Pcyl,Pryu,Shys,Spis,B_ACfor,B_Fung,B_Lobo,B_Monti,B_Pcyl,B_Pryu,B_Shys,B_Spis,Sarco,Xeni,Zoo,Sand,DSUB,ART,CYAN,Other,Unc,Bry_pen,Caul,CCA,Chl_fas,Dict,Hali,Hyp,Lobph,Macro,Sarg,Turf
3,06-02-15,R,F,3,3_06.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,2,0,8,17,17,27,0,0,0,0,0,0,12,1,0,0,9,0,0
4,06-02-15,B,F,3,4_06.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,8,1,1,0,2,0,0,1,2,0,2,0,0,1,3,1,3,2,0,3,21,16,19,0,0,0,0,0,0,0,0,0,0,13,1,0
5,06-02-15,B,F,3,5_06.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,1,1,7,2,0,3,5,0,1,0,0,1,1,0,0,1,0,7,27,20,0,0,0,0,0,1,0,1,0,0,0,18,0,0
6,06-02-15,G,F,3,6_06.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,1,1,2,0,1,0,1,0,2,2,2,2,2,1,3,0,8,21,21,18,0,0,0,0,1,0,6,0,0,0,3,1,0
7,06-02-15,Y,F,3,7_06.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,1,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,2,18,6,0,0,0,0,0,0,1,0,0,0,53,0,0
8,06-02-15,B,F,3,8_06.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,1,0,2,2,1,0,1,2,3,1,0,1,2,0,0,9,2,0,8,24,22,1,1,0,0,0,3,0,1,0,0,0,8,0,0
9,06-02-15,R,F,3,9_06.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,8,14,67,0,0,0,0,1,0,2,0,0,0,2,0,0
10,13-02-15,R,F,3,10_13.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,3,1,0,0,0,0,0,3,2,2,0,3,0,0,1,0,0,11,32,14,17,0,0,0,0,0,0,6,0,0,0,5,0,0
11,13-02-15,G,F,3,11_13.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,3,1,2,0,0,0,1,1,0,0,0,2,0,1,1,5,0,0,19,16,15,11,0,0,0,0,1,0,2,2,0,0,13,3,0
1,13-02-15,Y,F,3,1_13.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,3,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,15,21,18,24,1,0,0,0,0,0,2,0,0,0,6,1,0
12,13-02-15,Y,F,3,12_13.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,7,27,15,31,1,0,0,0,0,0,5,0,0,0,6,0,0
2,13-02-15,G,F,3,2_13.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,1,1,3,0,1,0,1,0,0,1,2,2,0,6,1,4,0,0,9,14,13,0,0,0,0,0,0,0,5,25,0,0,8,1,0
3,13-02-15,R,F,3,3_13.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,8,29,12,28,2,0,0,0,0,0,2,2,0,0,11,0,0
4,13-02-15,B,F,3,4_13.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,2,5,0,0,0,0,0,1,1,0,1,1,0,0,2,4,1,0,9,21,16,12,1,0,0,0,0,0,0,0,0,0,15,1,0
5,13-02-15,B,F,3,5_13.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,1,2,3,1,0,4,5,1,0,1,1,3,2,0,0,1,0,17,28,15,1,0,0,0,0,0,0,1,0,0,0,11,0,0
6,13-02-15,G,F,3,6_13.02.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,4,1,0,4,0,4,0,0,2,3,0,1,1,0,0,1,0,13,25,16,13,3,0,0,0,0,0,2,0,0,0,4,0,0
7,13-02-15,Y,F,3,7_13.02.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,2,1,2,3,0,1,0,0,0,0,0,4,6,12,20,3,0,0,0,0,0,1,0,0,0,42,3,0
8,13-02-15,B,F,3,8_13.02.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,9,3,1,5,2,0,0,2,0,1,0,1,2,3,0,1,9,1,0,17,17,14,1,0,0,0,0,2,0,0,1,0,0,6,2,0
9,13-02-15,R,F,3,9_13.02.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,10,10,59,2,0,0,0,1,0,4,0,0,0,7,1,0
10,13-03-15,R,F,3,10_13.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,25,32,12,8,1,0,0,0,0,0,3,0,0,0,14,0,0
11,13-03-15,G,F,3,11_13.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,1,3,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,7,12,10,35,0,0,0,0,1,0,0,3,0,0,19,0,0
1,13-03-15,Y,F,3,1_13.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,1,1,0,0,0,0,3,1,1,0,2,1,0,0,1,0,15,28,18,14,1,0,0,0,0,0,2,0,0,0,9,0,0
12,13-03-15,Y,F,3,12_13.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,2,0,0,0,0,0,2,3,1,0,0,2,0,0,0,0,23,28,18,5,0,0,0,0,0,0,4,0,0,0,12,0,0
2,13-03-15,G,F,3,2_13.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,3,2,1,3,0,0,1,2,0,0,0,4,1,0,4,1,0,2,0,12,19,17,12,1,0,0,0,0,0,0,4,0,0,11,0,0
3,13-03-15,R,F,3,3_13.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,22,12,29,1,0,0,0,0,0,5,1,0,0,16,0,0
4,13-03-15,B,F,3,4_13.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,6,1,3,2,0,1,0,0,1,2,0,1,0,0,5,2,7,3,0,11,31,11,6,0,0,0,0,1,0,0,0,0,0,6,0,0
5,13-03-15,B,F,3,5_13.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,4,2,2,3,3,2,0,4,0,0,1,0,0,1,3,0,0,1,0,17,26,20,1,0,0,0,0,3,0,2,0,0,0,5,0,0
6,13-03-15,G,F,3,6_13.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,2,2,0,6,0,4,0,1,0,2,0,1,2,1,0,0,0,2,13,15,29,0,0,0,0,0,0,1,0,0,0,16,2,0
7,13-03-15,Y,F,3,7_13.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,13,6,0,0,0,0,0,0,4,0,0,0,65,0,0
8,13-03-15,B,F,3,8_13.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,12,3,1,5,7,0,0,2,0,2,1,0,1,4,1,3,6,1,0,14,19,10,0,2,0,0,0,0,0,0,1,0,0,4,1,0
9,13-03-15,R,F,3,9_13.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,16,10,20,1,0,0,0,0,0,2,0,0,0,45,0,0
10,20-03-15,R,F,3,10_20.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,23,26,11,10,1,0,0,0,0,0,4,0,0,0,18,1,0
11,20-03-15,G,F,3,11_20.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,0,4,0,0,0,0,0,0,1,1,0,0,1,3,4,3,0,7,8,11,36,1,0,0,0,2,0,0,2,0,0,10,2,0
1,20-03-15,Y,F,3,1_20.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,1,0,0,13,23,19,8,0,0,0,0,0,0,8,0,0,0,20,1,0
12,20-03-15,Y,F,3,12_20.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,23,24,17,12,0,0,0,0,0,0,2,0,0,0,13,1,0
2,20-03-15,G,F,3,2_20.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,0,3,0,0,0,3,0,0,0,0,1,0,7,0,9,0,0,13,16,16,12,2,0,0,0,4,0,1,7,0,0,3,0,0
3,20-03-15,R,F,3,3_20.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12,33,14,15,2,0,0,0,0,0,7,0,0,0,14,0,0
4,20-03-15,B,F,3,4_20.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,3,2,2,0,1,0,2,0,1,1,2,1,1,1,1,9,1,0,6,24,11,3,1,0,0,0,4,0,4,1,0,0,10,1,0
5,20-03-15,B,F,3,5_20.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,0,2,2,5,5,1,6,4,2,0,0,0,0,3,0,0,2,0,14,26,17,0,1,0,0,0,0,0,0,0,0,0,8,0,0
6,20-03-15,G,F,3,6_20.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,1,2,0,6,0,4,0,2,0,2,0,0,1,1,0,1,0,7,10,15,23,0,0,0,0,0,0,1,0,0,0,18,5,0
7,20-03-15,Y,F,3,7_20.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,14,5,0,0,0,0,0,0,3,0,0,0,70,2,0
8,20-03-15,B,F,3,8_20.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,10,4,1,5,3,0,0,5,0,0,1,0,1,3,0,1,11,4,0,16,16,10,0,3,0,0,0,0,0,0,0,0,0,5,1,0
9,20-03-15,R,F,3,9_20.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,10,9,34,1,0,0,0,0,0,2,0,0,0,39,1,0
10,27-03-15,R,F,3,10_27.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,35,14,14,1,0,0,0,0,0,2,0,0,0,2,0,0
11,27-03-15,G,F,3,11_27.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,4,1,6,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,9,9,12,38,0,0,0,0,2,0,1,3,0,0,8,0,0
12,27-03-15,Y,F,3,12_27.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,22,17,20,20,1,0,0,0,0,0,1,0,0,0,11,0,0
1,27-03-15,Y,F,3,1_27.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,2,0,0,21,20,22,14,1,0,0,0,0,0,1,0,0,0,12,0,0
2,27-03-15,G,F,3,2_27.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,2,0,0,0,2,1,0,1,0,1,1,4,0,9,1,0,14,17,19,13,1,0,0,0,0,0,3,2,0,0,6,1,0
3,27-03-15,R,F,3,3_27.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,29,12,38,0,0,0,0,0,0,5,0,0,0,4,0,0
4,27-03-15,B,F,3,4_27.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,3,1,1,4,0,1,0,0,0,2,0,0,0,1,3,3,7,4,0,7,27,14,9,0,0,0,0,0,0,2,0,0,0,11,0,0
5,27-03-15,B,F,3,5_27.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,2,1,5,4,1,3,3,0,0,0,1,1,3,0,3,0,0,20,22,19,1,2,0,0,0,0,0,0,0,0,0,7,0,0
6,27-03-15,G,F,3,6_27.03.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,2,0,5,0,1,0,3,0,2,0,1,2,2,1,1,0,5,14,14,23,2,0,0,0,1,0,6,0,0,0,11,4,0
7,27-03-15,Y,F,3,7_27.03.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,1,0,0,86,0,0
8,27-03-15,B,F,3,8_27.03.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,7,2,4,2,1,0,2,1,0,0,0,2,2,0,2,18,0,0,16,17,12,1,2,0,0,0,1,0,0,0,0,0,2,1,0
9,27-03-15,R,F,3,9_27.03.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,7,11,6,34,0,0,0,0,0,0,4,0,0,0,28,3,0
10,19-06-15,R,F,3,10_19.06.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16,30,12,5,0,0,0,0,2,0,2,5,0,0,23,0,0
11,19-06-15,G,F,3,11_19.06.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,1,2,0,0,3,4,0,1,0,0,0,0,0,0,4,0,0,15,19,14,13,3,0,0,0,2,0,1,3,0,0,11,2,0
1,19-06-15,Y,F,3,1_19.06.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,17,0,1,0,0,0,0,0,0,0,0,0,25,0,0
12,19-06-15,Y,F,3,12_19.06.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,15,14,22,3,0,0,0,0,0,0,0,0,0,0,40,0,0
2,19-06-15,G,F,3,2_19.06.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,5,0,1,7,2,1,1,0,3,0,1,1,0,0,1,0,13,11,13,3,2,0,0,0,0,0,5,15,0,0,10,4,0
3,19-06-15,R,F,3,3_19.06.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,6,18,6,0,0,0,0,0,0,1,18,0,0,29,1,0
4,19-06-15,B,F,3,4_19.06.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,3,3,2,0,2,0,3,8,0,0,1,0,0,0,0,10,1,0,7,28,13,8,1,0,0,0,2,0,0,0,0,0,6,0,0
5,19-06-15,B,F,3,5_19.06.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,3,3,2,6,3,5,3,3,0,0,0,0,1,1,0,1,1,0,17,22,17,2,0,0,0,0,0,0,0,0,0,0,8,0,0
6,19-06-15,G,F,3,6_19.06.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,2,3,0,6,2,4,0,0,0,0,0,0,1,0,0,2,0,22,17,14,2,2,0,0,0,0,0,5,6,0,0,9,2,0
7,19-06-15,Y,F,3,7_19.06.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,5,14,4,0,0,0,0,0,0,0,0,0,0,68,0,0
8,19-06-15,B,F,3,8_19.06.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,2,3,6,1,4,6,6,0,2,0,0,3,0,0,0,7,4,0,16,9,13,4,0,0,0,0,2,0,0,0,0,0,5,2,0
9,19-06-15,R,F,3,9_19.06.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,35,15,8,0,0,0,0,0,0,5,0,0,0,24,0,0
10,26-06-15,R,F,3,10_26.06.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,12,11,4,0,0,0,1,0,5,3,0,0,11,0,0
11,26-06-15,G,F,3,11_26.06.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,1,5,2,0,1,4,4,0,2,0,0,0,2,1,0,1,0,0,17,11,11,14,2,0,0,0,2,0,0,7,0,0,12,0,0
12,26-06-15,Y,F,3,12_26.06.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,14,16,16,2,1,0,0,0,0,0,2,0,0,0,41,0,0
1,26-06-15,Y,F,3,1_26.06.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,23,21,9,1,0,0,0,0,0,1,0,0,0,13,0,0
2,26-06-15,G,F,3,2_26.06.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,3,0,5,0,0,7,2,1,1,0,0,0,0,0,0,11,0,0,13,9,16,7,0,0,0,0,0,0,8,11,0,0,3,1,0
3,26-06-15,R,F,3,3_26.06.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,13,13,4,0,0,0,0,0,0,0,25,0,0,25,0,0
4,26-06-15,B,F,3,4_26.06.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,2,2,2,0,2,0,2,8,1,1,0,2,0,1,1,11,1,0,3,25,15,9,1,0,0,0,1,0,0,0,0,0,8,0,0
5,26-06-15,B,F,3,5_26.06.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,2,4,3,3,4,3,5,0,0,2,0,2,0,0,0,3,0,25,19,14,1,0,0,0,0,0,0,1,0,0,0,7,0,0
6,26-06-15,G,F,3,6_26.06.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,3,1,2,6,2,1,0,2,0,1,0,0,1,0,0,1,0,24,18,14,7,3,0,0,0,0,0,4,5,0,0,3,1,0
7,26-06-15,Y,F,3,7_26.06.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,13,0,0,0,0,0,0,0,0,1,0,0,72,3,0
8,26-06-15,B,F,3,8_26.06.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,7,3,0,5,1,1,0,6,1,2,0,1,1,3,0,0,10,2,0,15,15,13,8,0,0,0,0,3,0,0,0,0,0,1,2,0
9,26-06-15,R,F,3,9_26.06.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,43,14,15,2,0,0,0,0,0,3,0,0,0,13,0,0
10,03-07-15,R,F,3,10_03.07.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,12,48,8,3,2,0,0,0,3,0,7,7,0,0,7,0,0
1,03-07-15,Y,F,3,1_03.07.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,33,25,18,0,0,0,0,0,0,0,5,0,0,0,10,0,0
11,03-07-15,G,F,3,11_03.07.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,5,0,0,0,3,1,0,0,0,1,0,0,0,0,5,3,0,15,16,10,10,5,0,0,0,2,0,0,8,0,0,16,0,0
12,03-07-15,Y,F,3,12_03.07.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,18,31,18,0,0,0,0,0,0,0,4,0,0,0,20,0,0
2,03-07-15,G,F,3,2_03.07.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,3,0,4,0,0,7,1,0,0,0,0,1,2,0,0,10,0,0,12,10,13,1,1,0,0,0,0,0,0,22,0,0,12,1,0
3,03-07-15,R,F,3,3_03.07.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,10,3,2,0,0,0,0,0,5,32,0,0,20,2,0
4,03-07-15,B,F,3,4_03.07.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,2,5,0,0,0,0,0,0,2,0,0,1,1,2,5,1,3,4,0,2,32,13,8,1,0,0,0,0,0,1,0,0,0,17,0,0
5,03-07-15,B,F,3,5_03.07.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,1,2,2,1,10,2,7,0,6,0,0,0,1,1,2,0,0,0,0,23,11,15,1,3,0,0,0,0,0,0,0,0,0,12,0,0
6,03-07-15,G,F,3,6_03.07.2015_G.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,8,2,2,0,0,4,1,0,0,0,0,1,0,0,0,0,1,0,17,31,11,1,0,0,0,0,0,0,14,0,0,0,7,0,0
7,03-07-15,Y,F,3,7_03.07.2015_Y.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,0,0,0,0,0,0,0,8,4,0,0,63,0,0
8,03-07-15,B,F,3,8_03.07.2015_B.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,5,7,0,5,2,0,0,4,0,0,0,0,3,1,0,0,9,3,0,11,29,10,1,1,0,0,0,3,0,1,0,0,0,5,0,0
9,03-07-15,R,F,3,9_03.07.2015_R.JPG,Unconfirmed,X: 10 - 90% / Y: 0 - 100%,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,9,34,13,4,3,0,0,0,0,0,5,0,0,0,28,0,0
